Sample	posterior	likelihood	prior	treePrior	overallClockRate.c:tree	tree.height	tree.treeLength	clockRate.t:TBO72-2	clockRate.t:TBO47	clockRate.t:TBO53-2	clockRate.t:TBO26	NJ_Distance.treeDistance	UPGMA_Distance.treeDistance	proportionInvariant.s:TBO72-2	proportionInvariant.s:TBO47	proportionInvariant.s:TBO53-2	proportionInvariant.s:TBO26	gammaShape.s:TBO72-2	gammaShape.s:TBO47	gammaShape.s:TBO53-2	gammaShape.s:TBO26	ucldStdev.clock	RateStatLogger.mean	RateStatLogger.variance	RateStatLogger.coefficientOfVariation	BDBirthRate.t:tree	BDDeathRate.t:tree
570000	-6602.394463080738	-6504.6517231039725	-97.74273997676556	-53.103121569732224	0.006910446260925214	10.21889468709175	38.75299214464603	1.3430405010368482	1.0041091870096293	0.7846501393697181	0.8682001725838044	15.0	14.0	0.05671651837373573	0.12546921328216828	0.04947912381177533	0.6431617964732383	0.8993115754645387	0.7200238000298931	0.12557265888321412	1.344693144175193	0.7424064884919042	0.004543932120152499	3.945307024063792E-5	0.8733406704769598	0.40522341310192633	0.9127191939946071
580000	-6602.795545039185	-6509.543020563721	-93.25252447546362	-48.39755949742272	0.009124822313296789	10.286980465363662	37.81529462216711	0.9771505264923503	0.8696529681240045	1.4142832016322153	0.7389133037514302	16.0	14.0	0.002134585229371484	0.3650973941322342	0.18467344303283317	0.3734463600611267	1.9141035864415328	0.7393412365763273	0.28271119005903717	0.1	0.8891085283372078	0.004941480833965146	8.143222260753688E-5	0.9669073386517855	0.4139018060471165	0.9227188177660169
590000	-6579.378082534293	-6487.82313663991	-91.55494589438213	-44.58781875742241	0.009907566614724866	6.830239732072834	29.186388042980568	1.2272184003604607	0.9790957780580622	0.9132818040561782	0.8804040175252992	15.0	14.0	0.07711455866904485	0.4038663384483277	0.21972772535087376	0.5706406605475772	4.366062628712518	1.6219749811207482	0.25742321096718646	0.3251435787517683	0.9446247240355952	0.006527729080144393	1.754380777757986E-4	1.3760064207068765	0.3679750467166782	0.9304575098162222
600000	-6607.094512323146	-6506.614570729507	-100.47994159363823	-51.62338600198115	0.008986952996979006	8.156397233526421	33.83594117580457	1.2341955849310076	1.1519664770139517	0.9360558132165938	0.6777821248384467	15.0	15.0	0.12848196760249533	0.3679335927721046	0.1161421148068841	0.17216141399996782	1.965982119279262	1.3110343575216206	0.1998136659038582	0.2381434650563165	0.7638985739895761	0.0059054845936835545	1.7558291039882748E-4	1.3265525510398328	0.37450901824254784	0.920452865808001
610000	-6586.196760261483	-6499.159869202492	-87.03689105899099	-42.11308304448374	0.010008512195485498	6.930489728074878	28.350854697905707	1.2178909287309814	1.0981331869469384	0.8982514236341248	0.785724460687956	17.0	14.0	0.08960288936693887	0.23821332821519833	0.057933346499134904	0.7767007345942445	2.274915610406051	0.5019160064233986	0.2782988088405124	1.374435557211677	0.6271209795748559	0.006572214887676901	6.331976276929396E-5	0.7652189123920862	0.41328919413369036	0.9243800565804999
620000	-6587.605622347091	-6492.454122440192	-95.15149990689939	-43.494150589485244	0.009442791160240967	7.099269310733448	28.90563824410732	1.1666454308185168	1.2123074456828122	0.8649980381819464	0.7560490853167244	14.0	15.0	0.06690675835345469	0.010893495648968667	0.4637499919055919	0.4462506063259934	2.268919588471833	0.3604663903848447	0.754714501216383	0.23841322229294318	0.7282261798687392	0.006127904702172228	1.0219543687930559E-4	0.9560378789781524	0.3681869254207083	0.8831684081236472
630000	-6597.4796557717045	-6501.880060208639	-95.599595563065	-42.86186184155013	0.00985781782502967	6.635535502584213	28.18190290316481	1.294700553708725	0.9712066317011828	0.8566533713025981	0.8774394432874937	16.0	16.0	0.2881971562488399	0.26322163125707443	0.0776296257134465	0.5745964569326596	3.0815823216991407	0.17717046176644002	0.14093450485742004	0.7070312676127499	0.913857204177298	0.006653204908064281	1.308677673396006E-4	1.0693716332371983	0.3265314732972477	0.9169638362217957
640000	-6595.123787605093	-6507.405338535373	-87.7184490697198	-53.92409713358502	0.008026866212534622	9.166562182136577	36.946391485668535	1.297088573340572	0.8736212530280446	0.8242092272429908	1.005080946388393	16.0	15.0	0.029693841780580557	0.28918592551836664	0.01165541785706703	0.6054006281861474	1.9329899694611345	0.7505245539008517	0.2121894211773535	0.7772571885069414	0.8150304599086545	0.0046550397133787716	5.070596905876951E-5	1.0413539489299979	0.2780796401703902	0.9028182533613497
650000	-6606.685154444474	-6494.6866331129895	-111.99852133148516	-44.75366634968824	0.009608928103422237	7.62895856496075	31.016044550968324	1.037098610158644	1.0161628913822474	1.0792328929074029	0.867505605551705	14.0	15.0	0.023264804060991955	0.3016513699249524	0.3148973643986648	0.3607964974090443	1.9305441374506458	0.9344158188419376	0.5345656269387382	0.18780408409252983	1.0801115413161362	0.00583919623353031	3.567792665120953E-4	1.3424396995862429	0.2757708656295498	0.9509579910672685
660000	-6597.405177589739	-6499.008095993141	-98.39708159659747	-49.07256184180857	0.008414978719244967	7.349383444394162	31.72969353690596	1.1109686626079107	0.8742288395051029	1.112031912227406	0.9027705856595801	13.0	14.0	0.0759040998950835	0.0796105615106073	0.5577638108837748	0.45213935674376066	2.389570807554175	0.5329829723486836	1.825948596659982	0.32112126972983474	0.8894574968167295	0.005697356617625649	7.372970596066212E-5	1.0034359105058042	0.21401152211535152	0.9220139985054242
670000	-6592.8736198118	-6498.304924214904	-94.56869559689648	-53.99025219689649	0.008116046293197588	7.58212739470755	35.4023862850686	0.8939294113063523	1.1490925674116073	0.9192465768698879	1.0377314444121524	14.0	14.0	0.10188705255471796	0.39328432860401813	0.6566303484359896	0.21941865062507346	0.5388705173993119	0.6911403700045206	1.2452800496209802	0.12537676571790368	0.9129693883253259	0.005526421228793681	5.754776479983305E-5	1.016357441201693	0.3205514954441282	0.8903807649997932
680000	-6594.023291015276	-6499.182155596917	-94.84113541835949	-47.964747329329256	0.008325453203778555	9.641103162155199	35.251826419441926	1.1246142554860317	1.177351684170639	0.9876171623366735	0.710416898006656	14.0	14.0	0.10462756631479819	0.30953742601580797	0.016732592555273942	0.3163950234496553	3.599956563960851	0.7227189325434553	0.30193713768996777	0.17967631262919995	0.7271468642302457	0.005660407480529056	8.825548125861796E-5	0.9818112903979618	0.39119688094081867	0.9045828805754915
690000	-6613.304368987765	-6506.823535245268	-106.48083374249624	-51.0174933510398	0.008230127840754439	6.833092404401634	32.08870337069563	1.0453505836504768	1.0563705907872578	0.896475598866657	1.0018032266956087	17.0	14.0	0.32171483807909507	0.6174626589667527	0.2662226691936553	0.2053376973790873	2.750401599007824	1.0993602603716401	0.5463595178236929	0.2545332899679099	0.912992193345902	0.006138881620070668	8.279237726683134E-5	1.0144185962496286	0.38943647849360113	0.8799359193565037
700000	-6589.769738669017	-6500.700690996614	-89.06904767240329	-54.149431236154584	0.006830487613303147	7.8311869029275725	33.13001143071807	0.9990691844382696	1.1872683106473956	1.035156007104995	0.7785064978093396	16.0	14.0	0.022438630036626533	0.10199010339441451	0.004043770112807161	0.06415358527618618	1.5558449057186339	0.2974292498273007	0.18126326225271105	0.13774664427118952	0.5301312902437894	0.005538522551173506	4.067905761716021E-5	0.8625479044588328	0.5662525570208067	0.9072905825638898
710000	-6585.957815596955	-6497.827918065497	-88.129897531458	-50.09269946524646	0.007828080738774204	6.767585156411551	31.657498936300943	1.2394682869352551	0.9721191689407559	0.9340447911785449	0.8543677529454441	15.0	14.0	0.10226167424446715	0.211417883412482	0.14235213417453751	0.7570646635232026	1.4915997344225305	0.2634064376988786	0.7559427362150852	0.9225670282188415	0.6345384420378616	0.006374577017679327	1.3336742068068184E-4	1.4091229720136438	0.30551701737876863	0.9224283827596453
720000	-6602.7876271015675	-6491.554811009855	-111.23281609171204	-53.83192049726716	0.006842272596098373	6.995461834377672	32.9644164902065	1.108699514443319	1.1172639613049735	0.8376663524118618	0.9363701718398457	15.0	14.0	0.08675324991957897	0.07773948455518419	0.21736449204527275	0.6384891541942082	3.5901364488731473	0.3839353149138242	0.6282243586705876	0.5406286878903439	0.8926930004616402	0.0056496211375387274	7.8072620542655E-5	1.0980275607464451	0.275490417702734	0.8941767830853948
730000	-6610.192040631436	-6503.59244228377	-106.5995983476656	-57.65998304884842	0.006514316416234073	8.255690212441461	35.91396945567803	1.194561366454025	1.2375734215303684	0.9085783948874024	0.6592868171282048	15.0	16.0	0.15396164093925777	0.14586693329954833	3.385060281110967E-5	0.5619783450009643	3.6056795435349205	0.34142392000568134	0.1	0.2603478485413634	0.6073053985785349	0.005837881064837574	5.639974689355653E-5	1.0217296151758477	0.5437641960896759	0.8648547725556714
740000	-6601.074372106137	-6500.779646882842	-100.29472522329529	-51.22817858116209	0.007051378639938072	6.934703679659715	30.522011652471875	1.232890093022037	0.9250759861206637	0.9449948734752885	0.8970390473820105	15.0	14.0	0.025146934451607074	0.07783908715330737	8.072014549211101E-5	9.364209981802505E-4	1.755404060974803	0.4358871680748488	0.24782830211687318	0.1	0.6855936089143619	0.00591607878242028	4.90046098806861E-5	0.8150249736048996	0.29270644016345315	0.9650912521609646
750000	-6606.726177077197	-6510.1379575618685	-96.58821951532765	-46.674427298289885	0.007225556711821462	6.519418842129091	28.713239722892645	1.2340922636815546	1.1635451564468784	0.63957566605194	0.9627869138196266	16.0	15.0	0.024945362692133974	0.08536258995486264	0.0670953421257905	0.5066998572925021	0.8832142498044862	0.1	0.24551689840253663	0.3559061700937914	0.7062158996499345	0.006223912976571701	1.3841883034721025E-4	1.3389572424282827	0.2469802188692492	0.9033381787026964
760000	-6592.886328990825	-6495.671225067575	-97.21510392325055	-50.23986743686053	0.007566882849378125	7.247310512637741	32.4436443497571	1.112968425383088	1.0380645280145178	0.9703055474071902	0.8786614991952035	16.0	14.0	0.14136577991684743	0.6246223606802488	0.04392274181401935	0.09630070718218593	4.5164820294032495	3.57472915000781	0.15485543826706857	0.34725980058354894	0.8255138831830998	0.005626874067186603	7.881939728497943E-5	1.1697374134998462	0.2883466428054119	0.9429881206236441
770000	-6612.956535888504	-6499.3232280777565	-113.63330781074701	-64.25311640520908	0.0066673584634111506	7.125257855158889	39.30713542073441	1.2074783216278773	0.9276796169902823	1.0098021301166251	0.8550399312652153	15.0	15.0	0.06102409813522291	0.5414394461288257	0.35198823582469335	0.22592115590727213	1.8876620932791557	5.975713997945539	0.29932338162828365	0.11659688562289704	0.8191039895303832	0.004875665642458581	1.332136121547708E-4	1.7234151979363155	0.2451077337812612	0.941088563358211
780000	-6607.793811659856	-6495.870548742468	-111.92326291738847	-65.27326021264275	0.005988487611686436	6.5938702148789625	40.056361190041265	0.9797738166599042	1.0608745357318294	1.0739162450647999	0.8854354025434665	17.0	14.0	0.140316256851625	0.10349584321502633	0.11765369158434816	0.4212259691229102	4.235639480817238	0.23336957926446175	0.24115910774772614	0.3721038201195389	1.0378646196916637	0.0047345721437900305	1.069185416023761E-4	1.6103716382248787	0.31470627540504625	0.8814590415078564
790000	-6615.198332497532	-6502.339714277506	-112.85861822002627	-61.67319473743959	0.0059453701144410506	8.135829520061911	38.96432403469364	1.0417023122957616	0.8833887899078591	1.3197596396011384	0.7551492581952409	16.0	14.0	0.06185201983045298	0.1249752697055845	0.5735677358677365	0.17290271050039074	1.2949874920843585	0.5790276272800782	1.3606385427642476	0.10382621620248116	1.0360348250307976	0.0048772277469727576	5.182720108024531E-5	1.1478489506207996	0.36446660739565384	0.8602125535602898
800000	-6606.9969304395	-6503.280315605263	-103.71661483423698	-54.24405124239077	0.008130795976049971	7.210945260721426	33.402060031341136	1.1980696832243642	0.7316911719441649	1.2212386332850598	0.8490005115464113	16.0	15.0	0.01841127679656806	0.00379995481734999	7.69871723244455E-4	0.7336087663657749	2.176470680430086	0.2788972746701976	0.11947595638073447	0.3576875203844884	0.8621076274487504	0.006189925239966496	1.2339543781496646E-4	1.2147672345505158	0.3263027363706136	0.8998418990552199
810000	-6605.2997018628985	-6502.319389079686	-102.98031278321271	-62.44324873752089	0.006794901005031642	7.560448683963316	39.35038676416751	1.1231350869964458	1.0391748481743583	1.1383477479925344	0.699342316836661	17.0	14.0	0.09545474820460932	0.11725478072923926	0.006632833210673041	0.656111034023865	2.7901486814911367	0.4638739800839495	0.12751897211402244	0.9920018347643568	0.8332600255978383	0.005238745024234921	9.568554487506914E-5	1.5351248312444912	0.2741205228656965	0.8813415154310754
820000	-6612.832181677783	-6498.7409265760425	-114.09125510174133	-58.80947481162465	0.006256458374526771	6.885919418397683	36.71482160426858	1.185114514995028	1.0651462733509207	0.9067226257183696	0.8430165859356821	14.0	15.0	0.16810528923856222	0.17155714418114745	0.3621276183826617	0.13207995603265546	1.720604551423929	0.25226421362058266	0.44131726471403665	0.47467768171804176	1.018539347186375	0.005493273859526272	4.7434541164178575E-4	2.45336928998554	0.34475972316921094	0.8768877257091306
830000	-6597.438183370325	-6493.8634364458585	-103.57474692446597	-46.2874814487922	0.007741146528835981	7.931262279489666	32.17480200026047	1.0624305051093295	1.0934883874934471	0.8776448644601099	0.9664362429371133	15.0	14.0	0.10755283785527534	0.325257664529718	0.05610943799578064	0.7156536194359947	2.7676496652168674	0.497414737880103	0.12197992585549727	1.255836627427247	0.8465119341971729	0.005482011618202197	6.174533614082333E-5	0.9009307540179837	0.3751539218937762	0.9145892828574926
840000	-6608.056665170871	-6503.718430043682	-104.33823512718968	-47.6190068134906	0.009077021057681977	6.879714271912074	29.874825526788676	1.1654299911441062	1.014440296162561	0.8027303324813474	1.0173993802119858	16.0	14.0	0.03334541923963247	0.38490703213217015	0.0014118054891604406	0.3732715681508142	1.1312134441536565	0.6704428360800506	0.2287797205728878	0.2083542795915464	0.8219325563090075	0.006768472423144735	8.668391172247135E-5	0.8381353201776479	0.6149981389922483	0.8695187296236143
850000	-6599.020734448441	-6503.291862378785	-95.7288720696557	-51.012624618911985	0.007204887446506687	6.548949834096856	30.435228409147008	1.2917015398754725	1.0873817141405349	0.8979114296080507	0.7230053163759422	15.0	15.0	0.053645404450012486	0.2580607085518661	0.419005908001157	0.4389273002825536	2.5251087202024443	0.27592923860797425	0.3231944426795419	0.2292920505362736	0.683593500062261	0.006664771836846297	4.513087518032495E-5	0.8710783924582555	0.21081551798165915	0.8983503992626234
860000	-6600.061665023641	-6495.834095707966	-104.22756931567427	-59.97041190952834	0.007455194330345228	7.1767385347499335	37.91997641318162	1.1366329026589574	0.935643215654411	0.9688888639376172	0.9588350177490143	16.0	14.0	0.09134238031829008	0.46657787754038377	0.20243579263083347	0.6688914571705663	4.553463300242298	0.5988012263548008	0.1998905468432333	1.224005036515984	0.9288308406444628	0.005402874252561861	4.4059415725550873E-5	1.0279709866169993	0.2952302897515403	0.9229408741813957
870000	-6603.121322746803	-6502.177087849861	-100.94423489694222	-64.92242642083954	0.007340947867725222	14.984054271559145	54.45020271340447	1.2626088111364668	1.0865988284795842	0.906358804430567	0.744433555953382	18.0	15.0	0.1746881853578452	0.07103221439931728	1.1046239525121033E-4	0.4717947724303104	1.148566798515305	0.2379769349514235	0.1	0.13149990813277232	1.0445226617731709	0.003441104445962746	4.4584692310915277E-4	2.7230632532175276	0.25233553752776994	0.8848419553653021
880000	-6597.691962143295	-6495.546748513454	-102.14521362984114	-53.523761146253456	0.00816967240732059	8.467861403499281	35.710895997106704	1.1068873988651478	1.1268368465929357	0.9957639392920441	0.7705118152498728	14.0	15.0	0.10913766954841639	0.5968979520643776	0.11932255914685291	0.5522867044923886	1.675104113607061	1.1054873866879915	0.1254675549761445	0.6113041338781036	0.9415884753477531	0.005878249604754004	1.2068489923792423E-4	1.288274881820673	0.2999114737379585	0.8738306806664093
890000	-6583.89252473007	-6496.9060986997965	-86.98642603027376	-51.05762865453674	0.008676931353563127	6.857258072213494	31.39267820574542	1.2633916643712015	0.9526587526177694	0.9500689919950397	0.8338805910159893	14.0	15.0	0.04454645671252831	0.1897637873956647	0.11047476266226011	0.2693663274658679	2.3230355368284488	0.19085183237945252	0.22643909636458917	0.1	0.7080466600746718	0.006395536149834647	6.388512576079189E-5	0.93509843694957	0.3118315250041048	0.9050727505437874
900000	-6609.561080586982	-6500.206749630874	-109.35433095610868	-61.15108031257728	0.008511701743787318	7.266544246940649	36.96190041663637	1.2140084671407863	1.1165858348120739	0.97747047974531	0.6919352183018307	13.0	14.0	0.027146384408992835	0.051729404794374226	0.20466723547894555	0.7238718266777397	3.115823658317299	0.14295303752448765	0.40818797942258006	1.5829312329101484	1.151156600546914	0.005344136412517402	1.2206850016735524E-4	1.3281311118660868	0.36752817135727117	0.8286539433244318
910000	-6609.593290891002	-6501.085326080656	-108.50796481034592	-47.697970501076966	0.007070580442517039	7.81269040406131	32.97658194663741	1.1350457357037114	1.0363751719109018	0.9529850360560836	0.8755940563293029	16.0	13.0	0.18512936584244416	0.2862290595431927	0.13941479790522676	0.12572587742271424	1.173909667851845	0.6380451906803212	0.4449564240913848	0.11921172868537433	0.7395010227717059	0.005589147517224314	1.8888577108000875E-4	1.4160169872705544	0.2866750821692019	0.9210001823864081
920000	-6612.007379109839	-6515.744816548031	-96.26256256180847	-46.429400363601715	0.006986507566245696	7.868635008682068	32.03831095350112	1.1744925690453483	0.9460420946789326	0.7607443253510098	1.1187210109247099	15.0	15.0	0.2687872037275655	0.0991602147649664	0.049308438405111586	0.1224512549773824	3.6698761857938393	0.32407748913377055	0.10939278842742958	0.11272796256206724	0.6212855769364174	0.005762542571948554	7.903076520916127E-5	1.0258023821974052	0.42599456879743	0.9270557800388695
930000	-6589.999356577364	-6501.799786994059	-88.1995695833045	-51.95930930024032	0.008099723543387786	8.638167788592634	35.902553560456255	1.3279498240140697	1.0726385416717277	0.9407562864835575	0.6586553478306449	14.0	15.0	0.014362949187960033	0.004859654971309609	0.018720557461875984	0.42137606426129665	4.69442588084881	0.1716956922083303	0.1	0.4400386657212804	0.8835201467891238	0.005299472070435339	1.0651358746834887E-4	1.3609376738900252	0.31444043005245537	0.917798234473672
940000	-6604.200504586759	-6497.094231471739	-107.10627311502022	-54.268694220887475	0.007752518579438549	7.482638979835708	33.14610144995871	1.3280102375168141	1.0111459614892673	0.777001992727093	0.8838418082668263	15.0	15.0	0.03475893339552505	0.3641168712092575	0.3975361369144299	0.011738991508557525	1.8177892930918222	0.4025688344856473	0.719757631130979	0.1	0.9283729180981372	0.005395977663814711	2.8259110964873086E-4	1.6946005658016772	0.2706137327137363	0.9625233272493078
950000	-6594.018664611559	-6504.72606131178	-89.2926032997793	-46.877798184464964	0.008430588197492591	8.128132195314205	32.843642509744484	1.2357508620208393	0.9542196895670629	1.0645285325183809	0.7455009158937161	17.0	14.0	0.0817538168382205	0.06540293708832452	0.472561468712103	0.2819544530178625	1.3847273268211546	0.4943265768450161	0.7979664666143994	0.18722322394665805	0.8287822142967947	0.005294601839784534	1.8652581488979065E-4	1.5790530447447182	0.40664763399566967	0.901998567129706
960000	-6585.2252048092	-6504.139578053969	-81.08562675523075	-47.25966979110726	0.010058340245178026	7.460271067502978	31.256796721958747	1.125921052056018	1.101331045501778	0.8324077947847422	0.9403401076574621	15.0	14.0	0.04974385164782229	0.024027726545473655	0.14045217940675092	0.02447190048278299	2.1138355248435783	0.2462378200468038	0.2036557763210714	0.8239048956458886	0.7040237747806746	0.00619277932983939	1.1626435323918328E-4	1.147269495376541	0.5079759535438741	0.9064347220144398
970000	-6594.243262951521	-6498.17155120842	-96.0717117431002	-53.60845765422228	0.007844352967765667	9.461776584706113	36.80902763595171	1.0267829863809452	1.1016824966317693	1.0149606930002886	0.8565738239869969	16.0	14.0	0.12735183118773633	0.3989168586342471	0.4640834972348431	0.484477126542302	3.836130008260041	0.5327219285241676	0.6264109226077761	0.28623620049372295	0.7046978128266934	0.004971980283029706	7.944638168453551E-5	1.1644965774780993	0.41381784818791656	0.89774762551316
980000	-6596.118676558248	-6505.882469838791	-90.23620671945751	-54.81387433836734	0.007571488883854922	7.083798868939768	33.69072839801664	1.2004728834105625	0.952698377354374	1.0164325982817897	0.8303961409532741	17.0	14.0	0.07718491031766989	0.11142353660142158	0.1905669089181537	0.5896546902759138	1.1068755739903549	0.8514880384683298	0.4483261875584039	0.5767750966731698	0.7533418175108676	0.005149819365578882	3.919175045822583E-5	0.9550452338425109	0.44815970494656676	0.8798934645563758
990000	-6589.5297162655515	-6497.291611415098	-92.23810485045436	-53.882434521007646	0.008902917900422297	6.943681192390654	32.3518804530344	1.084831434905679	1.0285807207365576	0.9611447671404835	0.9254430772172801	18.0	14.0	0.11337482200625137	0.0713199743722325	0.5258609671740546	0.05462185194808026	2.518388463126026	0.31698773823178084	0.642036946005247	0.1	0.7812295404314165	0.00589486691568875	6.199826495647604E-5	0.9703401017201265	0.48127872409567635	0.9166969078328404
1000000	-6583.626027804712	-6489.963970968034	-93.6620568366783	-47.05395949871668	0.008462341826923951	7.342332933233824	31.604462850662735	1.2473924833354766	1.0181118323380773	0.8658393504137509	0.8686563339126953	14.0	14.0	0.015435891735991645	0.036272444309989216	0.0635968481864818	1.947394780811671E-4	1.7391138296259192	0.13270536383297613	0.13930525729675453	0.1	0.8919159084108569	0.005765473953953715	1.5196501007126858E-4	1.3044694751278116	0.37101432053509653	0.8900009509775345
1010000	-6588.378186990188	-6500.745013639937	-87.63317335025106	-49.96436310752712	0.009228446052407194	9.295466486264877	35.39914104401875	1.2707788243018387	1.0434550284490085	0.9640797073319269	0.7216864399172258	14.0	14.0	0.05315023164445667	0.5999823219486107	0.1415981392466781	0.34041196732461343	2.0223634498999306	1.4108351964589616	0.7076866924915102	0.22083308396614953	0.6807524755573451	0.005766396287479965	5.7929484418791125E-5	0.8683203456564943	0.26550477875462364	0.9219793908495494
1020000	-6616.240966815375	-6529.384132829605	-86.85683398577031	-42.89025276455264	0.010247979102817474	8.251833686782918	30.973927173628432	1.008157090234874	0.95766017870005	1.0379314586724835	0.9962512723925925	14.0	14.0	0.052046730449593535	0.18119573001001096	0.0159918354424476	0.4129640944436145	3.021327224276469	0.5008378309082997	0.2739141319439327	0.25252374612608947	0.7037199349541161	0.006258425955813988	1.3516295268189155E-4	1.0140516650222395	0.5193576414735308	0.9010867164127297
1030000	-6596.437491521242	-6498.555114391562	-97.88237712968025	-39.155323528107814	0.013585362569504465	8.081588049814227	29.703981233546475	1.2516267753868213	1.0761028676996502	0.9759582235739845	0.696312133339544	14.0	14.0	0.05491590868324294	0.5109860938573827	0.34064185270289815	0.7664647468561231	2.5642514151372025	2.0705268072460306	0.656439866112466	3.2155591159118555	0.8269657353781948	0.006617863429977064	2.3177903265253857E-4	1.0393000790624494	0.3035517304707562	0.9341939389197924
1040000	-6599.539998426081	-6509.0655878695125	-90.47441055656911	-46.50321338499419	0.013552782899293573	11.610703980921961	38.23000464434253	1.1774017776323615	1.0890800316506273	0.9159480096385093	0.817570181078502	16.0	14.0	0.018174006434108304	0.3701790280693286	0.4839392322118384	0.3683146200170224	1.0770259466804015	1.027514621357933	0.4337434393828414	0.14272420301631658	0.9155895359074193	0.005644938575787768	3.0914760431878437E-4	1.3445381434582016	0.24832069121063655	0.9377220422330641
1050000	-6598.387142656695	-6502.7641865292735	-95.62295612742128	-40.98912675094535	0.012067083472031682	7.550336686727637	29.124412768733333	1.4028650730839973	1.1131451942978696	0.8801334719547231	0.6038562606634097	16.0	14.0	0.03141345765516278	0.1757409663331323	0.5382730670159135	0.5865577152045492	1.4558276969741455	0.19885425037593799	0.8064535556349577	0.6347326884609898	0.9456338345464286	0.005939324748139432	2.969090316797414E-4	1.2596426545893278	0.25407879191335647	0.9629424905998251
1060000	-6585.042316204363	-6499.436904630389	-85.60541157397334	-46.20883722918178	0.012293254938736394	9.20033108267958	33.499635270701276	1.1132380655448946	0.9815604124366897	0.969348370185752	0.9358531518326638	17.0	14.0	0.019504281724015245	0.14711982411249752	0.15671273067260497	0.6334013129742545	1.9406099637131593	1.0458080337883233	0.28215739064295015	0.7307386641875406	0.7753809070076018	0.006277951031585548	1.2471331596922695E-4	1.0342116226399665	0.2601287896451389	0.9568089687239252
1070000	-6582.821719438278	-6498.771056565905	-84.05066287237204	-41.48013247477694	0.012087605068734996	7.418480496060943	29.563486205950085	1.2880307133709554	0.999757135782968	0.994171205869086	0.7180409449769904	15.0	14.0	0.02440846669416556	0.1976111218154995	0.13585203855613756	0.006179831499258428	2.9937844560804687	0.4000887662571902	0.42051496733929666	0.1	0.7498553973289542	0.0066367249112954845	2.4424659349074824E-4	1.2601643227738997	0.39667952234221604	0.9040675241578626
1080000	-6591.954706139069	-6496.361836643564	-95.5928694955047	-48.54804586952219	0.010348310190114228	9.373112538075802	34.29749365862792	1.1468341214575	1.110406586087033	0.7719338032502611	0.9708254892052061	15.0	15.0	0.058030925711362986	0.046292185529321316	0.40420273718674005	0.3193444663493568	2.6275883552321946	0.3337311594691017	0.2525864479489374	0.11807817736063198	0.8869581570062405	0.005538807762518191	8.489644866013119E-5	0.8704225066992674	0.2207340684982225	0.9150472650111796
1090000	-6592.077660742699	-6505.353376732222	-86.72428401047615	-50.268452876887096	0.008390972512881666	9.189833392400073	35.00892344279133	1.0848255748734146	1.0600870902089925	1.1557962377543094	0.6992910971632835	16.0	14.0	0.012602554781188316	0.2206267726112746	0.20029825546216531	0.6959676021538169	1.5510805847758748	0.2320240321084025	0.675810095399523	0.46543871287665395	0.6019177312054883	0.00545184051461546	7.131146710800916E-5	1.06054589412481	0.30855711796410884	0.8938618941728468
1100000	-6606.909471115336	-6504.496864638066	-102.4126064772701	-51.331913050123994	0.008864370406746393	7.508052249840668	32.457587946874625	1.0454597775068226	1.0946022444343846	0.9247256779759354	0.9352123000828575	16.0	14.0	0.05715360187654021	0.5143401331030174	0.17086769303288465	0.6249619013744645	1.1978725416338334	0.7116494661390838	0.24649560280705454	0.4074084296168007	0.8837543374858784	0.0063713160358641755	6.450317800303435E-5	0.8991578599449811	0.45403698319110336	0.8734053194940395
1110000	-6602.90849794157	-6519.4118368578565	-83.4966610837134	-47.068381183908905	0.008553605177908168	8.000012151181414	31.97017146539401	1.2205677713234644	1.0098294716461174	1.0120595394708078	0.7575432175596098	16.0	14.0	0.08062782532058205	0.20401416142538756	0.1933235299337268	0.214674314403602	1.481838376674351	0.3413277244646252	0.17787223312890693	0.3231946787405138	0.766948100788985	0.005247922752114134	1.5116262598474886E-4	1.4441536945276499	0.4521474635316143	0.9335045621467004
1120000	-6581.5657250702125	-6497.654321511727	-83.91140355848519	-52.02028245970241	0.009834798564566287	7.914779485399763	35.31934435309869	1.1597018700427133	0.9595950683407182	1.0417572390904808	0.8389458225260874	15.0	14.0	0.1317076742315084	0.3810917492576088	0.007539267771807235	0.16639191655071986	1.125750284663398	0.9355242148268108	0.1384623375472258	0.1	0.8976599576619337	0.004995488548400026	9.410547775104643E-5	1.2716295419430386	0.2869813745031613	0.8991678361410113
1130000	-6596.487455294209	-6491.461735023792	-105.02572027041668	-47.70418998464316	0.009113211772818248	8.091329292359578	32.90309774852625	0.9845852441855267	1.1331841134144351	0.9979537540320265	0.8842768883680117	16.0	15.0	0.1298310174367138	0.5850273544989006	0.5481496089351025	0.45910252160046805	7.420373588597832	1.089497366638429	0.9294944840423478	0.46684527506381085	0.9286285878933188	0.005946534507183445	9.839710190415067E-5	1.0316239277808366	0.3861422664238645	0.8744214858863079
1140000	-6594.650665819641	-6500.374428306772	-94.2762375128696	-45.95167632969809	0.008553860109895796	7.144214605206363	30.301910078902043	1.0737998485651716	1.2027113349217644	0.9939955120665542	0.7294933044465101	16.0	14.0	0.1394487028595418	0.038612166011672534	2.226671932914776E-4	0.05457288382794635	2.3079275753590043	0.26040756834253126	0.2662361857544976	0.1	0.8816661778515769	0.006038723441748699	1.6453704350469545E-4	1.331215334060098	0.3513418268548273	0.9092557316128823
